Point No.,Normal Force [N],Gap [mm],Time [s]
1.0,-0.071174,8.5423,64.89
2.0,-0.074391,8.5449,64.94
3.0,-0.075106,8.5403,64.98
4.0,-0.072897,8.5350,65.04
5.0,-0.073358,8.5300,65.09
6.0,-0.073693,8.5250,65.14
7.0,-0.073555,8.5200,65.19
8.0,-0.075144,8.5150,65.24
9.0,-0.073202,8.5100,65.29
10.0,-0.071128,8.5050,65.34
11.0,-0.072085,8.4997,65.39
12.0,-0.074539,8.4949,65.44
13.0,-0.073829,8.4899,65.49
14.0,-0.074092,8.4849,65.54
15.0,-0.074074,8.4794,65.59
16.0,-0.073638,8.4746,65.64
17.0,-0.073287,8.4697,65.69
18.0,-0.075032,8.4647,65.74
19.0,-0.077130,8.4597,65.79
20.0,-0.076944,8.4547,65.84
21.0,-0.076169,8.4497,65.89
22.0,-0.072148,8.4451,65.93
23.0,-0.074939,8.4397,65.98
24.0,-0.074840,8.4349,66.03
25.0,-0.075410,8.4297,66.08
26.0,-0.075146,8.4252,66.13
27.0,-0.076312,8.4197,66.18
28.0,-0.074389,8.4149,66.23
29.0,-0.074795,8.4099,66.28
30.0,-0.074315,8.4051,66.33
31.0,-0.075818,8.3999,66.38
32.0,-0.075224,8.3947,66.43
33.0,-0.074242,8.3898,66.48
34.0,-0.075118,8.3849,66.53
35.0,-0.078096,8.3798,66.58
36.0,-0.076527,8.3747,66.63
37.0,-0.076256,8.3699,66.68
38.0,-0.075738,8.3647,66.73
39.0,-0.075984,8.3599,66.78
40.0,-0.075518,8.3547,66.83
41.0,-0.076628,8.3497,66.88
42.0,-0.075850,8.3449,66.93
43.0,-0.073936,8.3397,66.98
44.0,-0.077012,8.3347,67.03
45.0,-0.075567,8.3297,67.08
46.0,-0.075994,8.3249,67.13
47.0,-0.075675,8.3194,67.18
48.0,-0.088361,8.3144,67.23
49.0,-0.077473,8.3094,67.28
50.0,-0.065536,8.3047,67.33
51.0,-0.072411,8.2994,67.38
52.0,-0.073200,8.2944,67.43
53.0,-0.072557,8.2894,67.48
54.0,-0.071395,8.2844,67.53
55.0,-0.074972,8.2794,67.58
56.0,-0.074476,8.2744,67.63
57.0,-0.072983,8.2694,67.68
58.0,-0.077041,8.2644,67.73
59.0,-0.077183,8.2592,67.78
60.0,-0.071315,8.2544,67.83
61.0,-0.072458,8.2492,67.88
62.0,-0.071751,8.2445,67.93
63.0,-0.074802,8.2392,67.98
64.0,-0.072690,8.2343,68.03
65.0,-0.072523,8.2291,68.08
66.0,-0.074555,8.2246,68.13
67.0,-0.070901,8.2192,68.18
68.0,-0.072881,8.2144,68.23
69.0,-0.076715,8.2091,68.28
70.0,-0.075490,8.2044,68.33
71.0,-0.074806,8.1992,68.38
72.0,-0.073529,8.1944,68.43
73.0,-0.074224,8.1894,68.48
74.0,-0.073357,8.1844,68.53
75.0,-0.075301,8.1794,68.58
76.0,-0.074346,8.1744,68.63
77.0,-0.075070,8.1694,68.68
78.0,-0.072851,8.1646,68.73
79.0,-0.072782,8.1590,68.78
80.0,-0.073625,8.1544,68.83
81.0,-0.074372,8.1490,68.88
82.0,-0.072339,8.1446,68.93
83.0,-0.072662,8.1390,68.98
84.0,-0.073599,8.1342,69.03
85.0,-0.072033,8.1290,69.08
86.0,-0.071228,8.1242,69.13
87.0,-0.074287,8.1190,69.18
88.0,-0.070036,8.1142,69.23
89.0,-0.074288,8.1090,69.28
90.0,-0.072141,8.1042,69.33
91.0,-0.073377,8.0990,69.38
92.0,-0.072824,8.0942,69.43
93.0,-0.073433,8.0890,69.48
94.0,-0.074034,8.0842,69.53
95.0,-0.072893,8.0788,69.58
96.0,-0.072872,8.0738,69.63
97.0,-0.075418,8.0687,69.69
98.0,-0.075155,8.0641,69.74
99.0,-0.075576,8.0587,69.79
100.0,-0.075249,8.0537,69.84
101.0,-0.073455,8.0487,69.89
102.0,-0.074255,8.0438,69.94
103.0,-0.075914,8.0387,69.99
104.0,-0.075685,8.0338,70.04
105.0,-0.075473,8.0287,70.09
106.0,-0.074454,8.0237,70.14
107.0,-0.074643,8.0184,70.19
108.0,-0.077278,8.0137,70.24
109.0,-0.075217,8.0087,70.29
110.0,-0.073521,8.0037,70.34
111.0,-0.075619,7.9982,70.39
112.0,-0.076261,7.9936,70.44
113.0,-0.075496,7.9886,70.49
114.0,-0.074395,7.9838,70.54
115.0,-0.075520,7.9783,70.59
116.0,-0.074378,7.9736,70.64
