Data stamp = , 22-04-2022 01:40:07 557

Calibration Values: 
Slope = , 26.54  , g/V
Offset Voltage at no contact = , -0.501760 , V 

No , Time , Stage Position ,   Mass , Force 
   ,  (s) ,      (mm)      ,   (g)  , (mN)  

1 ,3.4413 ,3.29999 ,0.57935 ,5.68458 
2 ,6.7640 ,3.09993 ,0.56908 ,5.58384 
3 ,10.0771 ,2.89989 ,0.56908 ,5.58384 
4 ,13.3851 ,2.69986 ,0.58962 ,5.78531 
5 ,16.6657 ,2.49983 ,0.57935 ,5.68458 
6 ,19.9481 ,2.29982 ,0.57935 ,5.68458 
7 ,23.2463 ,2.09981 ,0.57593 ,5.65100 
8 ,26.5448 ,1.89978 ,0.57935 ,5.68458 
9 ,29.8341 ,1.69974 ,0.57935 ,5.68458 
10 ,33.1252 ,1.49974 ,0.91472 ,8.97525 
11 ,35.4135 ,1.39972 ,1.27747 ,12.53455 
12 ,37.1079 ,1.34973 ,1.43489 ,14.07915 
13 ,38.8162 ,1.29970 ,1.57178 ,15.42228 
14 ,40.5091 ,1.24968 ,1.71209 ,16.79899 
15 ,42.2088 ,1.19969 ,1.83528 ,18.00781 
16 ,43.9259 ,1.14969 ,2.09537 ,20.55976 
17 ,45.6349 ,1.09967 ,2.41363 ,23.68255 
18 ,47.3342 ,1.04964 ,2.79349 ,27.40974 
19 ,49.0431 ,0.99965 ,3.12886 ,30.70041 
20 ,50.7406 ,0.94966 ,3.49504 ,34.29329 
21 ,52.4350 ,0.89963 ,3.85436 ,37.81901 
22 ,54.1352 ,0.84961 ,4.21027 ,41.31115 
23 ,55.8594 ,0.79959 ,4.54222 ,44.56825 
24 ,57.5843 ,0.74956 ,4.97341 ,48.79911 
25 ,59.2735 ,0.69954 ,5.42514 ,53.23145 

Plateau measurements: 

No , Time , Stage Position ,   Mass , Force 
   ,  (s) ,      (mm)      ,   (g)  , (mN)  

1 ,0.01 ,0.6996 ,5.415 ,53.1 
2 ,0.37 ,0.6996 ,5.387 ,52.9 
3 ,0.75 ,0.6996 ,5.398 ,53.0 
4 ,1.11 ,0.6996 ,5.384 ,52.8 
5 ,1.46 ,0.6996 ,5.405 ,53.0 
6 ,1.84 ,0.6996 ,5.384 ,52.8 
7 ,2.20 ,0.6996 ,5.381 ,52.8 
8 ,2.58 ,0.6996 ,5.384 ,52.8 
9 ,2.95 ,0.6996 ,5.377 ,52.8 
10 ,3.34 ,0.6996 ,5.377 ,52.8 
11 ,3.70 ,0.6996 ,5.374 ,52.7 
12 ,4.06 ,0.6996 ,5.374 ,52.7 
13 ,4.43 ,0.6996 ,5.381 ,52.8 
14 ,4.78 ,0.6996 ,5.353 ,52.5 
15 ,5.16 ,0.6996 ,5.364 ,52.6 
16 ,5.54 ,0.6996 ,5.364 ,52.6 
17 ,5.89 ,0.6996 ,5.370 ,52.7 
18 ,6.26 ,0.6996 ,5.374 ,52.7 
19 ,6.64 ,0.6996 ,5.360 ,52.6 
20 ,7.02 ,0.6996 ,5.367 ,52.7 
21 ,7.36 ,0.6996 ,5.367 ,52.7 
22 ,7.75 ,0.6996 ,5.350 ,52.5 
23 ,8.10 ,0.6996 ,5.357 ,52.6 
24 ,8.45 ,0.6996 ,5.374 ,52.7 
25 ,8.81 ,0.6996 ,5.357 ,52.6 
26 ,9.15 ,0.6996 ,5.364 ,52.6 
27 ,9.53 ,0.6996 ,5.350 ,52.5 
28 ,9.90 ,0.6996 ,5.350 ,52.5 
29 ,10.26 ,0.6996 ,5.360 ,52.6 
30 ,10.61 ,0.6996 ,5.357 ,52.6 
31 ,10.99 ,0.6996 ,5.367 ,52.7 
32 ,11.37 ,0.6996 ,5.350 ,52.5 
33 ,11.75 ,0.6996 ,5.343 ,52.4 
34 ,12.14 ,0.6996 ,5.353 ,52.5 
35 ,12.51 ,0.6996 ,5.340 ,52.4 
36 ,12.88 ,0.6996 ,5.360 ,52.6 
37 ,13.25 ,0.6996 ,5.360 ,52.6 
38 ,13.61 ,0.6996 ,5.333 ,52.3 
39 ,13.96 ,0.6996 ,5.353 ,52.5 
40 ,14.31 ,0.6996 ,5.346 ,52.5 
41 ,14.66 ,0.6996 ,5.329 ,52.3 
42 ,15.04 ,0.6996 ,5.346 ,52.5 
43 ,15.41 ,0.6996 ,5.343 ,52.4 
44 ,15.78 ,0.6996 ,5.343 ,52.4 
45 ,16.16 ,0.6996 ,5.343 ,52.4 
46 ,16.52 ,0.6996 ,5.343 ,52.4 
47 ,16.91 ,0.6996 ,5.336 ,52.4 
48 ,17.27 ,0.6996 ,5.336 ,52.4 
49 ,17.64 ,0.6996 ,5.326 ,52.3 
50 ,17.99 ,0.6996 ,5.346 ,52.5 
51 ,18.36 ,0.6996 ,5.333 ,52.3 
52 ,18.73 ,0.6996 ,5.319 ,52.2 
53 ,19.08 ,0.6996 ,5.333 ,52.3 
54 ,19.45 ,0.6996 ,5.350 ,52.5 
55 ,19.81 ,0.6996 ,5.343 ,52.4 
56 ,20.17 ,0.6996 ,5.336 ,52.4 
57 ,20.52 ,0.6996 ,5.343 ,52.4 
58 ,20.89 ,0.6996 ,5.336 ,52.4 
59 ,21.26 ,0.6996 ,5.319 ,52.2 
60 ,21.61 ,0.6996 ,5.322 ,52.2 
61 ,21.96 ,0.6996 ,5.329 ,52.3 
62 ,22.32 ,0.6996 ,5.333 ,52.3 
63 ,22.68 ,0.6996 ,5.329 ,52.3 
64 ,23.04 ,0.6996 ,5.336 ,52.4 
65 ,23.40 ,0.6996 ,5.322 ,52.2 
66 ,23.77 ,0.6996 ,5.322 ,52.2 
67 ,24.12 ,0.6996 ,5.329 ,52.3 
68 ,24.48 ,0.6996 ,5.333 ,52.3 
69 ,24.85 ,0.6996 ,5.340 ,52.4 
70 ,25.23 ,0.6996 ,5.326 ,52.3 
71 ,25.60 ,0.6996 ,5.319 ,52.2 
72 ,25.98 ,0.6996 ,5.329 ,52.3 
73 ,26.35 ,0.6996 ,5.316 ,52.2 
74 ,26.70 ,0.6996 ,5.326 ,52.3 
75 ,27.05 ,0.6996 ,5.326 ,52.3 
76 ,27.39 ,0.6996 ,5.326 ,52.3 
77 ,27.75 ,0.6996 ,5.322 ,52.2 
78 ,28.14 ,0.6996 ,5.319 ,52.2 
79 ,28.50 ,0.6996 ,5.322 ,52.2 
80 ,28.87 ,0.6996 ,5.309 ,52.1 
81 ,29.25 ,0.6996 ,5.326 ,52.3 
82 ,29.65 ,0.6996 ,5.316 ,52.2 
83 ,30.03 ,0.6996 ,5.319 ,52.2 
84 ,30.39 ,0.6996 ,5.319 ,52.2 
85 ,30.76 ,0.6996 ,5.319 ,52.2 
86 ,31.13 ,0.6996 ,5.326 ,52.3 
87 ,31.49 ,0.6996 ,5.312 ,52.1 
88 ,31.87 ,0.6996 ,5.312 ,52.1 
89 ,32.24 ,0.6996 ,5.322 ,52.2 
90 ,32.58 ,0.6996 ,5.319 ,52.2 
91 ,32.96 ,0.6996 ,5.329 ,52.3 
92 ,33.32 ,0.6996 ,5.316 ,52.2 
93 ,33.69 ,0.6996 ,5.319 ,52.2 
94 ,34.05 ,0.6996 ,5.316 ,52.2 
95 ,34.40 ,0.6996 ,5.319 ,52.2 
96 ,34.77 ,0.6996 ,5.305 ,52.1 
97 ,35.11 ,0.6996 ,5.322 ,52.2 
98 ,35.47 ,0.6996 ,5.302 ,52.0 
99 ,35.84 ,0.6996 ,5.302 ,52.0 
100 ,36.19 ,0.6996 ,5.319 ,52.2 
