Data stamp = , 25-04-2022 01:18:37 239

Calibration Values: 
Slope = , 26.54  , g/V
Offset Voltage at no contact = , -0.501760 , V 

No , Time , Stage Position ,   Mass , Force 
   ,  (s) ,      (mm)      ,   (g)  , (mN)  

1 ,3.4464 ,3.29999 ,0.61015 ,5.98678 
2 ,6.7553 ,3.09996 ,0.62042 ,6.08752 
3 ,10.0448 ,2.89992 ,0.60673 ,5.95320 
4 ,13.3557 ,2.69989 ,0.60330 ,5.91962 
5 ,16.6551 ,2.49985 ,0.60330 ,5.91962 
6 ,19.9746 ,2.29982 ,0.60673 ,5.95320 
7 ,23.3114 ,2.09978 ,0.59646 ,5.85247 
8 ,26.6246 ,1.89975 ,0.61015 ,5.98678 
9 ,29.9422 ,1.69971 ,0.59304 ,5.81889 
10 ,33.2448 ,1.49968 ,0.94894 ,9.31103 
11 ,35.5730 ,1.39966 ,1.40751 ,13.81053 
12 ,37.2805 ,1.34964 ,1.57520 ,15.45586 
13 ,38.9824 ,1.29962 ,1.77026 ,17.36983 
14 ,40.6985 ,1.24959 ,2.02693 ,19.88820 
15 ,42.4254 ,1.19960 ,2.15355 ,21.13059 
16 ,44.1748 ,1.14960 ,2.29385 ,22.50731 
17 ,45.8952 ,1.09958 ,2.51972 ,24.72347 
18 ,47.6254 ,1.04956 ,2.57447 ,25.26073 
19 ,49.3554 ,0.99953 ,2.93038 ,28.75287 
20 ,51.0812 ,0.94951 ,3.28971 ,32.27859 
21 ,52.7822 ,0.89949 ,3.69010 ,36.20725 
22 ,54.5010 ,0.84946 ,4.11103 ,40.33738 
23 ,56.2240 ,0.79944 ,4.48062 ,43.96384 
24 ,57.9846 ,0.74942 ,4.90155 ,48.09397 
25 ,59.7160 ,0.69942 ,5.40118 ,52.99640 

Plateau measurements: 

No , Time , Stage Position ,   Mass , Force 
   ,  (s) ,      (mm)      ,   (g)  , (mN)  

1 ,0.01 ,0.6994 ,5.377 ,52.8 
2 ,0.40 ,0.6995 ,5.377 ,52.8 
3 ,0.77 ,0.6995 ,5.381 ,52.8 
4 ,1.14 ,0.6995 ,5.360 ,52.6 
5 ,1.51 ,0.6995 ,5.370 ,52.7 
6 ,1.88 ,0.6995 ,5.357 ,52.6 
7 ,2.24 ,0.6995 ,5.360 ,52.6 
8 ,2.60 ,0.6995 ,5.374 ,52.7 
9 ,2.98 ,0.6995 ,5.360 ,52.6 
10 ,3.34 ,0.6995 ,5.360 ,52.6 
11 ,3.73 ,0.6995 ,5.340 ,52.4 
12 ,4.09 ,0.6995 ,5.364 ,52.6 
13 ,4.46 ,0.6995 ,5.336 ,52.4 
14 ,4.82 ,0.6995 ,5.343 ,52.4 
15 ,5.20 ,0.6995 ,5.357 ,52.6 
16 ,5.59 ,0.6995 ,5.350 ,52.5 
17 ,5.95 ,0.6995 ,5.336 ,52.4 
18 ,6.36 ,0.6995 ,5.329 ,52.3 
19 ,6.73 ,0.6995 ,5.336 ,52.4 
20 ,7.11 ,0.6995 ,5.333 ,52.3 
21 ,7.47 ,0.6995 ,5.357 ,52.6 
22 ,7.83 ,0.6995 ,5.333 ,52.3 
23 ,8.18 ,0.6995 ,5.346 ,52.5 
24 ,8.54 ,0.6995 ,5.346 ,52.5 
25 ,8.92 ,0.6995 ,5.343 ,52.4 
26 ,9.29 ,0.6995 ,5.357 ,52.6 
27 ,9.67 ,0.6995 ,5.336 ,52.4 
28 ,10.05 ,0.6995 ,5.319 ,52.2 
29 ,10.43 ,0.6995 ,5.346 ,52.5 
30 ,10.79 ,0.6995 ,5.329 ,52.3 
31 ,11.15 ,0.6995 ,5.346 ,52.5 
32 ,11.52 ,0.6995 ,5.329 ,52.3 
33 ,11.87 ,0.6995 ,5.329 ,52.3 
34 ,12.24 ,0.6995 ,5.319 ,52.2 
35 ,12.63 ,0.6995 ,5.322 ,52.2 
36 ,13.00 ,0.6995 ,5.343 ,52.4 
37 ,13.38 ,0.6995 ,5.319 ,52.2 
38 ,13.74 ,0.6995 ,5.329 ,52.3 
39 ,14.12 ,0.6995 ,5.322 ,52.2 
40 ,14.52 ,0.6995 ,5.326 ,52.3 
41 ,14.87 ,0.6995 ,5.322 ,52.2 
42 ,15.26 ,0.6995 ,5.312 ,52.1 
43 ,15.65 ,0.6995 ,5.343 ,52.4 
44 ,16.01 ,0.6995 ,5.312 ,52.1 
45 ,16.38 ,0.6995 ,5.340 ,52.4 
46 ,16.73 ,0.6995 ,5.316 ,52.2 
47 ,17.10 ,0.6995 ,5.340 ,52.4 
48 ,17.49 ,0.6995 ,5.336 ,52.4 
49 ,17.86 ,0.6995 ,5.312 ,52.1 
50 ,18.23 ,0.6995 ,5.333 ,52.3 
51 ,18.61 ,0.6995 ,5.326 ,52.3 
52 ,18.97 ,0.6995 ,5.312 ,52.1 
53 ,19.37 ,0.6995 ,5.305 ,52.1 
54 ,19.77 ,0.6995 ,5.312 ,52.1 
55 ,20.13 ,0.6995 ,5.336 ,52.4 
56 ,20.51 ,0.6995 ,5.312 ,52.1 
57 ,20.88 ,0.6995 ,5.312 ,52.1 
58 ,21.25 ,0.6995 ,5.326 ,52.3 
59 ,21.64 ,0.6995 ,5.302 ,52.0 
60 ,22.01 ,0.6995 ,5.316 ,52.2 
61 ,22.38 ,0.6995 ,5.329 ,52.3 
62 ,22.76 ,0.6995 ,5.322 ,52.2 
63 ,23.10 ,0.6995 ,5.326 ,52.3 
64 ,23.48 ,0.6995 ,5.312 ,52.1 
65 ,23.86 ,0.6995 ,5.299 ,52.0 
66 ,24.22 ,0.6995 ,5.319 ,52.2 
67 ,24.57 ,0.6995 ,5.316 ,52.2 
68 ,24.94 ,0.6995 ,5.326 ,52.3 
69 ,25.31 ,0.6995 ,5.309 ,52.1 
70 ,25.67 ,0.6995 ,5.316 ,52.2 
71 ,26.03 ,0.6995 ,5.312 ,52.1 
72 ,26.42 ,0.6995 ,5.292 ,51.9 
73 ,26.80 ,0.6995 ,5.329 ,52.3 
74 ,27.19 ,0.6995 ,5.322 ,52.2 
75 ,27.55 ,0.6995 ,5.288 ,51.9 
76 ,27.93 ,0.6995 ,5.333 ,52.3 
77 ,28.29 ,0.6995 ,5.292 ,51.9 
78 ,28.66 ,0.6995 ,5.309 ,52.1 
79 ,29.03 ,0.6995 ,5.329 ,52.3 
80 ,29.41 ,0.6995 ,5.312 ,52.1 
81 ,29.79 ,0.6995 ,5.305 ,52.1 
82 ,30.15 ,0.6995 ,5.329 ,52.3 
83 ,30.52 ,0.6995 ,5.299 ,52.0 
84 ,30.90 ,0.6995 ,5.319 ,52.2 
85 ,31.28 ,0.6995 ,5.305 ,52.1 
86 ,31.66 ,0.6995 ,5.292 ,51.9 
87 ,32.04 ,0.6995 ,5.295 ,52.0 
88 ,32.42 ,0.6995 ,5.305 ,52.1 
89 ,32.79 ,0.6995 ,5.316 ,52.2 
90 ,33.16 ,0.6995 ,5.285 ,51.9 
91 ,33.55 ,0.6995 ,5.302 ,52.0 
92 ,33.92 ,0.6995 ,5.299 ,52.0 
93 ,34.28 ,0.6995 ,5.305 ,52.1 
94 ,34.65 ,0.6995 ,5.309 ,52.1 
95 ,35.01 ,0.6995 ,5.292 ,51.9 
96 ,35.37 ,0.6995 ,5.295 ,52.0 
97 ,35.77 ,0.6995 ,5.292 ,51.9 
98 ,36.15 ,0.6995 ,5.295 ,52.0 
99 ,36.51 ,0.6995 ,5.316 ,52.2 
100 ,36.89 ,0.6995 ,5.299 ,52.0 
