Data stamp = , 03-06-2022 10:05:36 365

Calibration Values: 
Slope = , 26.54  , g/V
Offset Voltage at no contact = , -0.501760 , V 

No , Time , Stage Position ,   Mass , Force 
   ,  (s) ,      (mm)      ,   (g)  , (mN)  

1 ,3.5642 ,3.29999 ,0.68544 ,6.72550 
2 ,6.9193 ,3.09996 ,0.68201 ,6.69193 
3 ,10.2308 ,2.89992 ,0.67517 ,6.62477 
4 ,13.5740 ,2.69989 ,0.69228 ,6.79266 
5 ,16.9061 ,2.49985 ,0.69228 ,6.79266 
6 ,20.2375 ,2.29982 ,0.66490 ,6.52403 
7 ,23.6047 ,2.09981 ,0.67859 ,6.65835 
8 ,26.9414 ,1.89978 ,0.68544 ,6.72550 
9 ,30.2783 ,1.69974 ,0.68544 ,6.72550 
10 ,33.6161 ,1.49971 ,0.91814 ,9.00883 
11 ,35.9643 ,1.39969 ,1.27063 ,12.46739 
12 ,37.6980 ,1.34970 ,1.48280 ,14.54925 
13 ,39.4294 ,1.29967 ,1.73946 ,17.06762 
14 ,41.1791 ,1.24965 ,2.07484 ,20.35829 
15 ,42.9008 ,1.19966 ,2.43759 ,23.91759 
16 ,44.6541 ,1.14963 ,2.79349 ,27.40974 
17 ,46.3888 ,1.09964 ,3.20415 ,31.43913 
18 ,48.1268 ,1.04962 ,3.61823 ,35.50211 
19 ,49.8712 ,0.99962 ,4.03916 ,39.63224 
20 ,51.6114 ,0.94963 ,4.45324 ,43.69521 
21 ,53.3548 ,0.89960 ,4.90497 ,48.12755 
22 ,55.0802 ,0.84958 ,5.37723 ,52.76135 

Plateau measurements: 

No , Time , Stage Position ,   Mass , Force 
   ,  (s) ,      (mm)      ,   (g)  , (mN)  

1 ,0.02 ,0.8496 ,5.357 ,52.6 
2 ,0.49 ,0.8496 ,5.346 ,52.5 
3 ,0.91 ,0.8496 ,5.350 ,52.5 
4 ,1.30 ,0.8496 ,5.343 ,52.4 
5 ,1.68 ,0.8496 ,5.329 ,52.3 
6 ,2.04 ,0.8496 ,5.340 ,52.4 
7 ,2.41 ,0.8496 ,5.336 ,52.4 
8 ,2.78 ,0.8496 ,5.336 ,52.4 
9 ,3.15 ,0.8496 ,5.343 ,52.4 
10 ,3.54 ,0.8496 ,5.333 ,52.3 
11 ,3.91 ,0.8496 ,5.329 ,52.3 
12 ,4.29 ,0.8496 ,5.336 ,52.4 
13 ,4.67 ,0.8496 ,5.322 ,52.2 
14 ,5.04 ,0.8496 ,5.340 ,52.4 
15 ,5.43 ,0.8496 ,5.316 ,52.2 
16 ,5.82 ,0.8496 ,5.329 ,52.3 
17 ,6.20 ,0.8496 ,5.316 ,52.2 
18 ,6.60 ,0.8496 ,5.316 ,52.2 
19 ,6.98 ,0.8496 ,5.319 ,52.2 
20 ,7.34 ,0.8496 ,5.312 ,52.1 
21 ,7.72 ,0.8496 ,5.319 ,52.2 
22 ,8.11 ,0.8496 ,5.299 ,52.0 
23 ,8.48 ,0.8496 ,5.319 ,52.2 
24 ,8.86 ,0.8496 ,5.326 ,52.3 
25 ,9.23 ,0.8496 ,5.305 ,52.1 
26 ,9.61 ,0.8496 ,5.312 ,52.1 
27 ,9.99 ,0.8496 ,5.305 ,52.1 
28 ,10.38 ,0.8496 ,5.319 ,52.2 
29 ,10.75 ,0.8496 ,5.309 ,52.1 
30 ,11.12 ,0.8496 ,5.309 ,52.1 
31 ,11.52 ,0.8496 ,5.309 ,52.1 
32 ,11.88 ,0.8496 ,5.316 ,52.2 
33 ,12.27 ,0.8496 ,5.305 ,52.1 
34 ,12.64 ,0.8496 ,5.312 ,52.1 
35 ,13.00 ,0.8496 ,5.316 ,52.2 
36 ,13.41 ,0.8496 ,5.312 ,52.1 
37 ,13.79 ,0.8496 ,5.292 ,51.9 
38 ,14.20 ,0.8496 ,5.309 ,52.1 
39 ,14.59 ,0.8496 ,5.302 ,52.0 
40 ,14.98 ,0.8496 ,5.288 ,51.9 
41 ,15.35 ,0.8496 ,5.309 ,52.1 
42 ,15.72 ,0.8496 ,5.295 ,52.0 
43 ,16.08 ,0.8496 ,5.292 ,51.9 
44 ,16.47 ,0.8496 ,5.292 ,51.9 
45 ,16.84 ,0.8496 ,5.288 ,51.9 
46 ,17.22 ,0.8496 ,5.285 ,51.9 
47 ,17.62 ,0.8496 ,5.305 ,52.1 
48 ,17.99 ,0.8496 ,5.312 ,52.1 
49 ,18.36 ,0.8496 ,5.302 ,52.0 
50 ,18.73 ,0.8496 ,5.288 ,51.9 
51 ,19.10 ,0.8496 ,5.305 ,52.1 
52 ,19.50 ,0.8496 ,5.309 ,52.1 
53 ,19.89 ,0.8496 ,5.288 ,51.9 
54 ,20.28 ,0.8496 ,5.292 ,51.9 
55 ,20.66 ,0.8496 ,5.285 ,51.9 
56 ,21.04 ,0.8496 ,5.281 ,51.8 
57 ,21.42 ,0.8496 ,5.285 ,51.9 
58 ,21.80 ,0.8496 ,5.292 ,51.9 
59 ,22.20 ,0.8496 ,5.292 ,51.9 
60 ,22.59 ,0.8496 ,5.288 ,51.9 
61 ,22.96 ,0.8496 ,5.285 ,51.9 
62 ,23.35 ,0.8496 ,5.305 ,52.1 
63 ,23.73 ,0.8496 ,5.302 ,52.0 
64 ,24.10 ,0.8496 ,5.292 ,51.9 
65 ,24.48 ,0.8496 ,5.295 ,52.0 
66 ,24.86 ,0.8496 ,5.305 ,52.1 
67 ,25.27 ,0.8496 ,5.288 ,51.9 
68 ,25.64 ,0.8496 ,5.278 ,51.8 
69 ,26.00 ,0.8496 ,5.299 ,52.0 
70 ,26.36 ,0.8496 ,5.271 ,51.7 
71 ,26.74 ,0.8496 ,5.299 ,52.0 
72 ,27.12 ,0.8496 ,5.292 ,51.9 
73 ,27.52 ,0.8496 ,5.292 ,51.9 
74 ,27.93 ,0.8496 ,5.288 ,51.9 
75 ,28.30 ,0.8496 ,5.278 ,51.8 
76 ,28.65 ,0.8496 ,5.295 ,52.0 
77 ,29.00 ,0.8496 ,5.271 ,51.7 
78 ,29.36 ,0.8496 ,5.288 ,51.9 
79 ,29.73 ,0.8496 ,5.268 ,51.7 
80 ,30.12 ,0.8496 ,5.278 ,51.8 
81 ,30.49 ,0.8496 ,5.271 ,51.7 
82 ,30.86 ,0.8496 ,5.285 ,51.9 
83 ,31.21 ,0.8496 ,5.285 ,51.9 
84 ,31.59 ,0.8496 ,5.271 ,51.7 
85 ,31.96 ,0.8496 ,5.278 ,51.8 
86 ,32.34 ,0.8496 ,5.275 ,51.8 
87 ,32.72 ,0.8496 ,5.278 ,51.8 
88 ,33.11 ,0.8496 ,5.281 ,51.8 
89 ,33.48 ,0.8496 ,5.275 ,51.8 
90 ,33.84 ,0.8496 ,5.288 ,51.9 
91 ,34.21 ,0.8496 ,5.285 ,51.9 
92 ,34.59 ,0.8496 ,5.278 ,51.8 
93 ,35.01 ,0.8496 ,5.278 ,51.8 
94 ,35.40 ,0.8496 ,5.264 ,51.7 
95 ,35.78 ,0.8496 ,5.285 ,51.9 
96 ,36.17 ,0.8496 ,5.292 ,51.9 
97 ,36.56 ,0.8496 ,5.271 ,51.7 
98 ,36.93 ,0.8496 ,5.268 ,51.7 
99 ,37.31 ,0.8496 ,5.285 ,51.9 
100 ,37.72 ,0.8496 ,5.261 ,51.6 
