Point No.,Normal Force [N],Gap [mm],Time [s]
1,1.12,10.489,65
2,1.13,10.489,65.01
3,1.13,10.489,65.01
4,1.13,10.489,65.02
5,1.13,10.489,65.02
6,1.13,10.489,65.03
7,1.12,10.489,65.03
8,1.11,10.489,65.04
9,1.10,10.492,65.04
10,1.12,10.492,65.05
11,1.10,10.495,65.05
12,1.05,10.495,65.06
13,1.09,10.499,65.06
14,1.03,10.499,65.07
15,1.07,10.504,65.07
16,0.98,10.504,65.08
17,1.05,10.509,65.08
18,0.94,10.509,65.09
19,1.01,10.514,65.09
20,0.91,10.514,65.1
21,1.00,10.519,65.1
22,0.87,10.519,65.11
23,0.98,10.524,65.11
24,0.85,10.524,65.12
25,0.94,10.529,65.12
26,0.82,10.529,65.13
27,0.92,10.534,65.13
28,0.80,10.534,65.14
29,0.90,10.539,65.14
30,0.84,10.539,65.15
31,0.88,10.544,65.15
32,0.81,10.544,65.16
33,0.85,10.549,65.16
34,0.80,10.549,65.17
35,0.81,10.554,65.17
36,0.77,10.554,65.18
37,0.80,10.559,65.18
38,0.76,10.559,65.19
39,0.77,10.564,65.19
40,0.73,10.564,65.2
41,0.75,10.569,65.2
42,0.72,10.569,65.21
43,0.73,10.574,65.21
44,0.70,10.574,65.22
45,0.71,10.579,65.22
46,0.68,10.579,65.23
47,0.69,10.584,65.23
48,0.65,10.584,65.24
49,0.67,10.589,65.24
50,0.64,10.589,65.25
51,0.64,10.594,65.25
52,0.62,10.593,65.26
53,0.63,10.599,65.26
54,0.61,10.599,65.27
55,0.61,10.603,65.27
56,0.58,10.603,65.28
57,0.59,10.608,65.28
58,0.57,10.608,65.29
59,0.57,10.614,65.29
60,0.55,10.614,65.3
61,0.57,10.619,65.3
62,0.54,10.619,65.31
63,0.55,10.623,65.31
64,0.51,10.623,65.32
65,0.52,10.628,65.32
66,0.51,10.628,65.33
67,0.50,10.633,65.33
68,0.49,10.633,65.34
69,0.49,10.639,65.34
70,0.49,10.639,65.35
71,0.48,10.643,65.35
72,0.45,10.643,65.36
73,0.45,10.648,65.36
74,0.45,10.648,65.37
75,0.43,10.653,65.37
76,0.44,10.653,65.38
77,0.42,10.659,65.38
78,0.43,10.659,65.39
79,0.41,10.664,65.39
80,0.41,10.664,65.4
81,0.39,10.669,65.4
82,0.40,10.669,65.41
83,0.37,10.673,65.41
84,0.39,10.673,65.42
85,0.37,10.679,65.42
86,0.39,10.679,65.43
87,0.36,10.683,65.43
88,0.36,10.683,65.44
89,0.34,10.688,65.44
90,0.36,10.688,65.45
91,0.32,10.693,65.45
92,0.34,10.693,65.46
93,0.32,10.699,65.46
94,0.34,10.699,65.47
95,0.31,10.703,65.47
96,0.32,10.703,65.48
97,0.30,10.709,65.48
98,0.32,10.709,65.49
99,0.28,10.714,65.49
100,0.31,10.714,65.5
101,0.27,10.719,65.5
102,0.30,10.719,65.51
103,0.27,10.723,65.51
104,0.28,10.723,65.52
105,0.25,10.728,65.52
106,0.28,10.728,65.53
107,0.23,10.733,65.53
108,0.27,10.733,65.54
109,0.22,10.739,65.54
110,0.26,10.739,65.55
111,0.22,10.743,65.55
112,0.23,10.743,65.56
113,0.20,10.748,65.56
114,0.23,10.748,65.57
115,0.19,10.754,65.57
116,0.22,10.754,65.58
117,0.18,10.759,65.58
118,0.21,10.759,65.59
119,0.17,10.763,65.59
120,0.19,10.763,65.6
121,0.15,10.768,65.6
122,0.19,10.768,65.61
123,0.14,10.773,65.61
124,0.17,10.773,65.62
125,0.13,10.779,65.62
126,0.17,10.779,65.63
127,0.12,10.783,65.63
128,0.15,10.783,65.64
129,0.10,10.788,65.64
130,0.15,10.788,65.65
131,0.09,10.793,65.65
132,0.13,10.793,65.66
133,0.08,10.799,65.66
134,0.13,10.799,65.67
135,0.07,10.803,65.67
136,0.10,10.803,65.68
137,0.05,10.808,65.68
138,0.10,10.808,65.69
