Data stamp = , 05-04-2022 22:26:51 195

Calibration Values: 
Slope = , 26.54  , g/V
Offset Voltage at no contact = , -0.501760 , V 

No , Time , Stage Position ,   Mass , Force 
   ,  (s) ,      (mm)      ,   (g)  , (mN)  

1 ,3.4150 ,3.29996 ,0.50406 ,4.94585 
2 ,6.7398 ,3.09993 ,0.48695 ,4.77796 
3 ,10.0476 ,2.89989 ,0.50064 ,4.91228 
4 ,13.3498 ,2.69986 ,0.51091 ,5.01301 
5 ,16.6806 ,2.49983 ,0.51091 ,5.01301 
6 ,20.0323 ,2.29979 ,0.51433 ,5.04659 
7 ,23.3376 ,2.09976 ,0.48695 ,4.77796 
8 ,26.6596 ,1.89972 ,0.50748 ,4.97943 
9 ,29.9504 ,1.69969 ,0.49380 ,4.84512 
10 ,33.2499 ,1.49968 ,0.49037 ,4.81154 
11 ,36.5454 ,1.29967 ,0.82917 ,8.13579 
12 ,38.8292 ,1.19969 ,1.31169 ,12.87033 
13 ,40.5295 ,1.14966 ,1.55124 ,15.22081 
14 ,42.2262 ,1.09964 ,1.70524 ,16.73184 
15 ,43.9395 ,1.04962 ,1.82160 ,17.87350 
16 ,45.6416 ,0.99959 ,2.09195 ,20.52619 
17 ,47.3474 ,0.94957 ,2.00297 ,19.65315 
18 ,49.0681 ,0.89955 ,2.23226 ,21.90290 
19 ,50.7914 ,0.84955 ,2.32123 ,22.77593 
20 ,52.4857 ,0.79953 ,2.66345 ,26.13376 
21 ,54.1915 ,0.74950 ,3.00567 ,29.49159 
22 ,55.9207 ,0.69948 ,3.38553 ,33.21878 
23 ,57.6258 ,0.64946 ,3.72432 ,36.54303 
24 ,59.3209 ,0.59943 ,4.09734 ,40.20307 
25 ,61.0410 ,0.54941 ,4.43955 ,43.56090 
26 ,62.7595 ,0.49939 ,4.82626 ,47.35525 
27 ,64.4604 ,0.44936 ,5.27114 ,51.72043 

Plateau measurements: 

No , Time , Stage Position ,   Mass , Force 
   ,  (s) ,      (mm)      ,   (g)  , (mN)  

1 ,0.02 ,0.4494 ,5.240 ,51.4 
2 ,0.40 ,0.4494 ,5.264 ,51.7 
3 ,0.76 ,0.4494 ,5.244 ,51.5 
4 ,1.11 ,0.4494 ,5.251 ,51.5 
5 ,1.50 ,0.4494 ,5.251 ,51.5 
6 ,1.85 ,0.4494 ,5.233 ,51.4 
7 ,2.24 ,0.4494 ,5.237 ,51.4 
8 ,2.63 ,0.4494 ,5.237 ,51.4 
9 ,2.99 ,0.4494 ,5.233 ,51.4 
10 ,3.36 ,0.4494 ,5.237 ,51.4 
11 ,3.73 ,0.4494 ,5.237 ,51.4 
12 ,4.09 ,0.4494 ,5.227 ,51.3 
13 ,4.46 ,0.4494 ,5.244 ,51.5 
14 ,4.83 ,0.4494 ,5.223 ,51.3 
15 ,5.20 ,0.4494 ,5.223 ,51.3 
16 ,5.58 ,0.4494 ,5.220 ,51.2 
17 ,5.95 ,0.4494 ,5.227 ,51.3 
18 ,6.35 ,0.4494 ,5.223 ,51.3 
19 ,6.70 ,0.4494 ,5.216 ,51.2 
20 ,7.04 ,0.4494 ,5.230 ,51.3 
21 ,7.41 ,0.4494 ,5.210 ,51.1 
22 ,7.78 ,0.4494 ,5.233 ,51.4 
23 ,8.13 ,0.4494 ,5.203 ,51.0 
24 ,8.50 ,0.4494 ,5.210 ,51.1 
25 ,8.89 ,0.4494 ,5.220 ,51.2 
26 ,9.27 ,0.4494 ,5.206 ,51.1 
27 ,9.65 ,0.4494 ,5.216 ,51.2 
28 ,10.02 ,0.4494 ,5.213 ,51.1 
29 ,10.38 ,0.4494 ,5.203 ,51.0 
30 ,10.74 ,0.4494 ,5.223 ,51.3 
31 ,11.12 ,0.4494 ,5.203 ,51.0 
32 ,11.49 ,0.4494 ,5.213 ,51.1 
33 ,11.86 ,0.4494 ,5.203 ,51.0 
34 ,12.26 ,0.4494 ,5.210 ,51.1 
35 ,12.64 ,0.4494 ,5.233 ,51.4 
36 ,13.02 ,0.4494 ,5.203 ,51.0 
37 ,13.38 ,0.4494 ,5.220 ,51.2 
38 ,13.74 ,0.4494 ,5.213 ,51.1 
39 ,14.12 ,0.4494 ,5.220 ,51.2 
40 ,14.48 ,0.4494 ,5.216 ,51.2 
41 ,14.86 ,0.4494 ,5.206 ,51.1 
42 ,15.22 ,0.4494 ,5.213 ,51.1 
43 ,15.58 ,0.4494 ,5.206 ,51.1 
44 ,15.96 ,0.4494 ,5.210 ,51.1 
45 ,16.34 ,0.4494 ,5.220 ,51.2 
46 ,16.70 ,0.4494 ,5.196 ,51.0 
47 ,17.06 ,0.4494 ,5.203 ,51.0 
48 ,17.43 ,0.4494 ,5.196 ,51.0 
49 ,17.81 ,0.4494 ,5.206 ,51.1 
50 ,18.18 ,0.4494 ,5.210 ,51.1 
51 ,18.55 ,0.4494 ,5.213 ,51.1 
52 ,18.93 ,0.4494 ,5.196 ,51.0 
53 ,19.29 ,0.4494 ,5.203 ,51.0 
54 ,19.65 ,0.4494 ,5.199 ,51.0 
55 ,20.06 ,0.4494 ,5.192 ,50.9 
56 ,20.44 ,0.4494 ,5.206 ,51.1 
57 ,20.79 ,0.4494 ,5.186 ,50.9 
58 ,21.15 ,0.4494 ,5.203 ,51.0 
59 ,21.54 ,0.4494 ,5.210 ,51.1 
60 ,21.92 ,0.4494 ,5.196 ,51.0 
61 ,22.27 ,0.4494 ,5.199 ,51.0 
62 ,22.65 ,0.4494 ,5.203 ,51.0 
63 ,23.01 ,0.4494 ,5.182 ,50.8 
64 ,23.38 ,0.4494 ,5.192 ,50.9 
65 ,23.75 ,0.4494 ,5.196 ,51.0 
66 ,24.11 ,0.4494 ,5.206 ,51.1 
67 ,24.47 ,0.4494 ,5.199 ,51.0 
68 ,24.84 ,0.4494 ,5.186 ,50.9 
69 ,25.23 ,0.4494 ,5.186 ,50.9 
70 ,25.58 ,0.4494 ,5.192 ,50.9 
71 ,25.96 ,0.4494 ,5.203 ,51.0 
72 ,26.32 ,0.4494 ,5.203 ,51.0 
73 ,26.70 ,0.4494 ,5.210 ,51.1 
74 ,27.06 ,0.4494 ,5.206 ,51.1 
75 ,27.45 ,0.4494 ,5.189 ,50.9 
76 ,27.83 ,0.4494 ,5.213 ,51.1 
77 ,28.18 ,0.4494 ,5.182 ,50.8 
78 ,28.58 ,0.4494 ,5.179 ,50.8 
79 ,28.95 ,0.4494 ,5.196 ,51.0 
80 ,29.30 ,0.4494 ,5.179 ,50.8 
81 ,29.67 ,0.4494 ,5.192 ,50.9 
82 ,30.05 ,0.4494 ,5.206 ,51.1 
83 ,30.43 ,0.4494 ,5.179 ,50.8 
84 ,30.80 ,0.4494 ,5.196 ,51.0 
85 ,31.18 ,0.4494 ,5.196 ,51.0 
86 ,31.56 ,0.4494 ,5.186 ,50.9 
87 ,31.92 ,0.4494 ,5.206 ,51.1 
88 ,32.28 ,0.4494 ,5.199 ,51.0 
89 ,32.66 ,0.4494 ,5.189 ,50.9 
90 ,33.04 ,0.4494 ,5.179 ,50.8 
91 ,33.41 ,0.4494 ,5.192 ,50.9 
92 ,33.79 ,0.4494 ,5.179 ,50.8 
93 ,34.16 ,0.4494 ,5.189 ,50.9 
94 ,34.53 ,0.4494 ,5.192 ,50.9 
95 ,34.89 ,0.4494 ,5.192 ,50.9 
96 ,35.26 ,0.4494 ,5.189 ,50.9 
97 ,35.63 ,0.4494 ,5.192 ,50.9 
98 ,36.00 ,0.4494 ,5.189 ,50.9 
99 ,36.36 ,0.4494 ,5.182 ,50.8 
100 ,36.71 ,0.4494 ,5.186 ,50.9 
