24.9994,0.00109849
24.9842,0.00282673
24.9592,0.000434866
24.9341,0.000566179
24.9081,-0.00332362
24.8842,0.00329902
24.8592,0.00173094
24.8332,-0.00160902
24.809,0.00266812
24.7842,0.00183577
24.7592,0.0015396
24.734,0.00203723
24.709,0.00129918
24.6834,0.00180771
24.6592,0.000918458
24.6341,0.00275347
24.609,0.00151544
24.5842,0.00172197
24.5592,0.00119357
24.5343,0.00172392
24.5094,0.00016287
24.4846,0.00317431
24.4594,0.00154467
24.4352,0.00123566
24.4104,-0.000243962
24.3854,0.00255902
24.3604,-0.00013798
24.3354,0.000285611
24.3104,-0.000705346
24.2854,0.00159962
24.2604,-0.00144847
24.2356,-0.000411138
24.2104,-0.00111334
24.1856,1.71e-05
24.1607,-0.00127701
24.1358,-0.00118855
24.1107,-0.00333102
24.0858,-0.000750552
24.0607,-0.00178827
24.0356,-0.000870188
24.0107,-0.00353404
23.9858,-0.00154433
23.9607,-0.00267324
23.9358,-0.00111258
23.9104,-0.00389334
23.8856,-0.00282248
23.8607,-0.00435588
23.8356,-0.00301343
23.8104,-0.00346624
23.7856,-0.00356054
23.7607,-0.00469373
23.7356,-0.00473893
23.7104,-0.00655524
23.6856,-0.00444434
23.6607,-0.00608373
23.6356,-0.00336921
23.6104,-0.00585965
23.5856,-0.00514694
23.5607,-0.00609736
23.5356,-0.00625752
23.5104,-0.00548478
23.4856,-0.00478025
23.4607,-0.00487612
23.4358,-0.00577978
23.4107,-0.00588031
23.3866,-0.0068666
23.3615,-0.00447746
23.3366,-0.00609581
23.3116,-0.00666162
23.2869,-0.00780495
23.2618,-0.00604553
23.2366,-0.00701195
23.2116,-0.00641652
23.1869,-0.00684321
23.1619,-0.00575483
23.1369,-0.00699324
23.1119,-0.00850793
23.0869,-0.00602332
23.0619,-0.00580821
23.0369,-0.00592708
23.0116,-0.00750724
22.9869,-0.00657667
22.9618,-0.00625636
22.9366,-0.00577119
22.9116,-0.00521006
22.8869,-0.00659771
22.8618,-0.00333882
22.8366,-0.00486871
22.8116,-0.00455462
22.7866,-0.00784547
22.7615,-0.00453786
22.7366,-0.00646796
22.7115,-0.00536632
22.6866,-0.00563559
22.6615,-0.00356678
22.6365,-0.00524007
22.6115,-0.00410065
22.5864,-0.00265415
22.5615,-0.00356756
22.5365,-0.00340428
22.5112,-0.00292341
22.4866,-0.00263738
22.4615,2.8e-05
22.4366,-0.00409908
22.4107,-0.0075353
22.3866,-0.00299004
22.3609,-0.00486676
22.3366,-0.00164642
22.3116,-0.00682101
22.2877,-0.000818739
22.2631,-0.000100171
22.2381,-0.00118192
22.2131,-0.000141084
22.1881,-0.000996431
22.1631,0.000330036
22.1381,-6.51e-05
22.1119,-0.00509043
